"Data Source","World Development Indicators",

"Last Updated Date","2024-09-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Cuba","CUB","Population, total","SP.POP.TOTL","7267395","7418518","7574265","7736352","7902286","8067651","8230450","8390962","8550286","8709654","8869636","9025709","9169289","9297924","9413105","9514305","9600862","9672546","9729986","9774711","9809107","9848560","9908874","9984591","10065539","10149044","10235480","10326910","10425433","10527187","10626680","10713812","10783748","10840934","10887207","10926703","10963031","10998129","11033758","11070094","11105791","11139127","11170051","11199217","11225294","11246114","11260630","11269887","11276609","11283185","11290417","11298710","11309290","11321579","11332026","11339894","11342012","11336405","11328244","11316697","11300698","11256372","11212191","11194449",
"Curacao","CUW","Population, total","SP.POP.TOTL","124826","126125","128414","130860","133148","135266","136682","138140","140298","142581","144739","147389","147710","146912","148351","149129","149399","149459","148341","147851","148041","148629","150101","151159","151940","152711","152662","151456","149254","146937","145400","144403","143912","144299","144630","145139","146306","146956","144472","139428","133860","129047","129205","131897","134192","137658","141239","144056","145880","146833","148703","150831","152088","153822","155909","157980","159664","160175","159336","157441","154947","152369","149996","147862",
"Cayman Islands","CYM","Population, total","SP.POP.TOTL","8473","8626","8799","8985","9172","9366","9566","9771","9981","10181","10533","11117","11778","12443","13118","13791","14456","15116","15746","16378","17100","17904","18729","19572","20433","21313","22195","23075","23956","24888","26027","27340","28677","30038","31418","32802","34194","35579","36947","38295","39658","41054","42456","43862","45286","46727","48177","49647","51123","52602","54074","55492","56860","58212","59559","60911","62255","63581","64884","66134","67311","68136","68706","69310",
"Cyprus","CYP","Population, total","SP.POP.TOTL","585725","594771","601095","607072","612338","617345","622566","627695","632452","636821","640804","644413","647620","650705","648585","644982","648868","656414","663975","671611","679327","687170","696227","707477","719678","731664","743446","755021","766412","777592","788500","799061","810431","825986","844444","862418","880058","897471","914660","931600","948237","964830","982194","1000350","1018684","1037062","1055438","1073873","1092390","1110974","1129686","1145086","1156556","1166968","1176995","1187280","1197881","1208523","1218831","1228836","1237537","1244188","1251488","1260138",
"Czechia","CZE","Population, total","SP.POP.TOTL","9602006","9586651","9624660","9670685","9727804","9779358","9821040","9852899","9876346","9896580","9858071","9826815","9867632","9922266","9988459","10058620","10125939","10186755","10242098","10292341","10304193","10300591","10314826","10323856","10330213","10337118","10342227","10347318","10355276","10361068","10333355","10308578","10319123","10329855","10333587","10327253","10315241","10304131","10294373","10283860","10255063","10216605","10196916","10193998","10197101","10211216","10238905","10298828","10384603","10443936","10474410","10496088","10510785","10514272","10525347","10546059","10566332","10594438","10629928","10671870","10697858","10505772","10672118","10873689",
"Germany","DEU","Population, total","SP.POP.TOTL","72814900","73377632","74025784","74714353","75318337","75963695","76600311","76951336","77294314","77909682","78169289","78312842","78688452","78936666","78967433","78673554","78336950","78159814","78091820","78126350","78288576","78407907","78333366","78128282","77858685","77684873","77720436","77839920","78144619","78751283","79433029","80013896","80624598","81156363","81438348","81678051","81914831","82034771","82047195","82100243","82211508","82349925","82488495","82534176","82516260","82469422","82376451","82266372","82110097","81902307","81776930","80274983","80425823","80645605","80982500","81686611","82348669","82657002","82905782","83092962","83160871","83196078","83797985","84482267",
"Djibouti","DJI","Population, total","SP.POP.TOTL","85940","89270","93122","97670","102945","108772","114874","121168","127668","135390","144379","154225","165234","177327","191389","208582","229304","253083","278425","302856","324121","341316","355110","367726","382156","400709","424286","452272","482337","521104","577173","628521","623197","611231","623477","629619","644649","667786","694920","719371","742033","765490","789129","806411","818373","830861","846947","865196","882886","901103","919199","936811","954297","971753","989087","1006259","1023261","1040233","1057198","1073994","1090156","1105557","1120849","1136455",
"Dominica","DMA","Population, total","SP.POP.TOTL","59379","60395","61224","62031","62843","63744","64728","65760","66865","68007","68895","69430","69870","70334","70822","71300","71748","72142","72478","72768","72978","72932","72626","72269","71936","71596","71215","70808","70397","69975","69481","69141","69112","69169","69198","69201","69166","69081","68938","68698","68346","68153","68262","68442","68574","68674","68742","68775","68782","68787","68755","68742","68888","68819","69371","70007","70075","70403","70823","71428","71995","72412","72737","73040",
"Denmark","DNK","Population, total","SP.POP.TOTL","4579603","4611687","4647727","4684483","4722072","4759012","4797381","4835354","4864883","4891860","4928757","4963126","4991596","5021861","5045297","5059862","5072596","5088419","5104248","5116801","5123027","5121572","5117810","5114297","5111619","5113691","5120534","5127024","5129516","5132594","5140939","5154298","5171370","5188628","5206180","5233373","5263074","5284991","5304219","5321799","5339616","5358783","5375931","5390574","5404523","5419432","5437272","5461438","5493621","5523095","5547683","5570572","5591572","5614932","5643475","5683483","5728010","5764980","5793636","5814422","5831404","5856733","5903037","5946952",
"Dominican Republic","DOM","Population, total","SP.POP.TOTL","3298021","3408415","3521164","3635798","3752313","3868712","3987090","4108916","4230877","4352954","4475871","4599841","4724801","4851183","4978582","5106453","5235318","5365074","5495443","5625864","5755800","5885244","6014979","6147213","6282104","6417798","6554325","6692720","6834207","6980033","7129004","7278402","7427340","7576074","7723934","7869753","8012314","8150076","8282126","8411374","8540791","8669040","8795101","8919852","9043127","9164768","9284168","9402206","9522948","9648061","9775755","9903737","10030882","10157051","10282115","10405832","10527592","10647244","10765531","10881882","10999664","11117873","11228821","11332972",
"Algeria","DZA","Population, total","SP.POP.TOTL","11394307","11598608","11778260","11969451","12179099","12381256","12613389","12897115","13190975","13491016","13795915","14110271","14439748","14786469","15153602","15724692","16500516","17134192","17632645","18166981","18739378","19351357","20000096","20682111","21393530","22132905","22882553","23586101","24243018","24889507","25518074","26133905","26748303","27354327","27937006","28478022","28984634","29476031","29924668","30346083","30774621","31200985","31624696","32055883","32510186","32956690","33435080","33983827","34569592","35196037","35856344","36543541","37260563","38000626","38760168","39543154","40339329","41136546","41927007","42705368","43451666","44177969","44903225","45606480",
"East Asia & Pacific (excluding high income)","EAP","Population, total","SP.POP.TOTL","896452801","895982616","907849084","931103981","953977437","977483065","1004323080","1030442864","1057583766","1086447495","1116170774","1146513513","1175144020","1202800072","1228896581","1252472762","1274251072","1294846389","1315749587","1336881495","1357568923","1378929135","1402542074","1426243031","1448866962","1472135650","1496876017","1523084914","1549637871","1575635488","1601222039","1625888128","1649237070","1671930685","1694403785","1716310165","1737842789","1759202933","1779768710","1798994292","1816986829","1834082049","1850453077","1866220978","1881541652","1896768430","1911702057","1926287101","1940749039","1955023279","1969168373","1984249541","2001246209","2018050656","2034247084","2049740052","2065155186","2080901482","2094506990","2106374009","2116360715","2123610397","2129094071","2133652241",
"Early-demographic dividend","EAR","Population, total","SP.POP.TOTL","979461502","1004319366","1029962253","1056327420","1083430197","1110603410","1137875812","1166092667","1195278339","1225287413","1255661025","1285672098","1316555228","1349249410","1382608576","1416414404","1450710647","1485833546","1521983049","1559348459","1598348344","1639825731","1682434337","1724928292","1767765290","1811272313","1855624329","1900589995","1946149314","1992092223","2041043553","2088580891","2134566607","2179380224","2223076958","2267616622","2314334474","2361095210","2407186134","2452952807","2499206970","2545843129","2591204247","2635731526","2680567394","2725013738","2769421149","2813790790","2857587007","2901329923","2946285613","2991403487","3035159632","3078407213","3121656203","3165214886","3208369547","3250752755","3292896609","3334561751","3374383528","3411268373","3447398652","3486290439",
"East Asia & Pacific","EAS","Population, total","SP.POP.TOTL","1043333636","1045203037","1059600211","1085398906","1110819272","1136927045","1166227679","1194567141","1224255729","1255933616","1288490485","1322732627","1354211283","1384704173","1413718269","1439944265","1464087148","1486953865","1510060320","1533514709","1556403010","1580048609","1605925794","1631735726","1656258164","1681267266","1707611028","1735427884","1763555005","1791156275","1818247576","1844603995","1869453624","1893594516","1917553356","1940892820","1964042971","1986768093","2008680261","2028993034","2048148696","2066530023","2083969920","2100610344","2116651449","2132517760","2148405823","2164155292","2179914111","2195169711","2210203758","2225992094","2243776727","2261274500","2278232287","2294507020","2310721864","2327132966","2341383691","2353856866","2363934334","2370214403","2375208613","2380601170",
